"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH","ELEV(M)"
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-25,2022,1,25,25,5.9,24,5.7,24,1029.2,24,22.8,24,NA,0,3.8,24,4.6,NA,7.1,NA,4.3,NA,0,"G",NA,0,0,0,0,0,0,0.9,0.9,98.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-26,2022,1,26,26,5.2,24,4.4,24,1021.7,24,15.3,24,NA,0,6.5,24,9.3,NA,6.4,NA,3.8,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,94.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-27,2022,1,27,27,6.1,24,3.5,24,1007.6,24,1.3,24,NA,0,9.5,24,11.8,NA,7.7,NA,4.7,"*",2.03,"G",NA,0,0,0,0,0,0,0.8,0.9,83.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-28,2022,1,28,28,4,24,-0.2,24,1022.5,24,16.1,24,NA,0,5.1,24,9.3,NA,6,NA,2.7,NA,1.52,"G",NA,0,0,0,0,0,0,0.6,0.8,74.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-29,2022,1,29,29,6.7,24,5.1,24,1004.9,24,998.7,24,NA,0,10.4,24,15.4,NA,9.1,NA,3.1,NA,2.29,"G",NA,0,0,0,0,0,0,0.9,1,89.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-30,2022,1,30,30,4.6,24,-0.8,24,1011.2,24,4.9,24,NA,0,9.6,24,15.4,NA,6.3,NA,2.4,"*",0,"G",NA,0,0,0,0,0,0,0.6,0.8,68,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-31,2022,1,31,31,1.8,24,0.9,24,1007.4,24,1,24,NA,0,2.1,24,4.1,NA,3.5,NA,0.4,"*",0,"G",NA,0,0,0,0,0,0,0.7,0.7,93.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-01,2022,2,1,32,3.8,24,2.8,24,1000.3,24,994,24,NA,0,5.7,24,8.8,NA,7.1,NA,0.3,NA,1.27,"G",NA,0,0,0,0,0,0,0.7,0.8,93.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-02,2022,2,2,33,4.1,24,0.6,24,1007.7,24,1.4,24,NA,0,6.3,24,9.8,NA,5.9,NA,2,"*",5.33,"G",NA,0,0,0,0,0,0,0.6,0.8,78,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-03,2022,2,3,34,5.5,22,5.4,22,1009.8,22,3.5,22,NA,0,4.5,22,6.7,NA,6.7,NA,1.6,NA,0,"G",NA,0,0,0,0,0,0,0.9,0.9,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-04,2022,2,4,35,4.7,24,4.6,24,1000.9,24,994.6,24,NA,0,5.1,24,7.7,NA,6.8,NA,1.5,NA,6.1,"G",NA,0,0,0,0,0,0,0.8,0.9,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-05,2022,2,5,36,3.6,24,2.3,24,1004.7,24,998.4,24,NA,0,6.9,24,10.3,NA,5.7,"*",1.3,NA,7.62,"G",NA,0,0,0,0,0,0,0.7,0.8,91.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-06,2022,2,6,37,4.1,20,3.6,20,991.7,20,985.5,20,NA,0,5.6,20,8.2,NA,6.2,NA,0.6,"*",11.18,"G",NA,0,0,0,0,0,0,0.8,0.8,96.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-07,2022,2,7,38,3.6,24,0.2,24,1008.3,24,2,24,NA,0,6.5,24,11.3,NA,6.3,NA,0.5,NA,2.29,"G",NA,0,0,0,0,0,0,0.6,0.8,78.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-08,2022,2,8,39,6.4,24,5.6,24,1015.3,24,9,24,NA,0,5.9,24,9.3,NA,9.2,NA,2.6,NA,0.25,"G",NA,0,0,0,0,0,0,0.9,1,94.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-09,2022,2,9,40,6.2,24,5.4,24,1016.2,24,9.9,24,NA,0,5.8,24,8.8,NA,8.2,NA,3.1,"*",2.29,"G",NA,0,0,0,0,0,0,0.9,0.9,94.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-10,2022,2,10,41,3.6,24,2.3,24,1014.6,24,8.3,24,NA,0,3.9,24,6.2,NA,6.5,NA,1.2,"*",1.27,"G",NA,0,0,0,0,0,0,0.7,0.8,91.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-11,2022,2,11,42,1.3,24,-0.9,24,1021.6,24,15.2,24,NA,0,3.1,24,6.7,NA,3.9,NA,-0.9,"*",1.02,"G",NA,0,0,0,0,0,0,0.6,0.7,85.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-12,2022,2,12,43,1.9,23,-1.8,23,1024,23,17.6,23,NA,0,4.8,23,7.2,NA,3.9,NA,-1.1,NA,1.78,"G",NA,0,0,0,0,0,0,0.5,0.7,76.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-13,2022,2,13,44,3.1,24,-1.2,24,1008.4,24,2.1,24,NA,0,5.8,24,7.2,NA,5,"*",1.6,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.8,73.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-14,2022,2,14,45,7,24,3.3,24,997.5,24,991.3,24,NA,0,6.3,24,8.2,NA,10.3,NA,3.9,NA,0,"G",NA,0,0,0,0,0,0,0.8,1,77.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-15,2022,2,15,46,5.3,24,3.3,24,1000.7,24,994.5,24,NA,0,6.5,24,8.2,NA,7.9,NA,3.8,"*",0.25,"G",NA,0,0,0,0,0,0,0.8,0.9,86.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-16,2022,2,16,47,6.4,24,5.8,24,985.4,24,979.3,24,NA,0,6.9,24,14.4,NA,9.1,NA,3.7,NA,3.05,"G",NA,0,0,0,0,0,0,0.9,1,95.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-17,2022,2,17,48,5.4,24,3.1,24,984.9,24,978.7,24,NA,0,8.6,24,14.4,NA,9.1,NA,3.2,"*",16.51,"G",NA,0,0,0,0,0,0,0.8,0.9,85.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-18,2022,2,18,49,3.8,24,2.6,24,989.7,24,983.5,24,NA,0,6.6,24,11.3,NA,6.8,NA,1.2,NA,1.52,"G",NA,0,0,0,0,0,0,0.7,0.8,91.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-19,2022,2,19,50,3.8,24,1.8,24,994.6,24,988.4,24,NA,0,8.6,24,12.9,NA,6.4,NA,2.1,NA,22.1,"G",NA,0,0,0,0,0,0,0.7,0.8,86.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-20,2022,2,20,51,3.8,24,3.7,24,993.9,24,987.6,24,NA,0,5.7,24,8.2,NA,8.1,"*",0,NA,2.54,"G",NA,0,0,0,0,0,0,0.8,0.8,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-21,2022,2,21,52,5.2,24,2.8,24,985.8,24,979.6,24,NA,0,7.7,24,12.4,NA,8.3,NA,2.7,NA,18.54,"G",NA,0,0,0,0,0,0,0.7,0.9,84.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-22,2022,2,22,53,4.1,24,2.2,24,1005.6,24,999.4,24,NA,0,5.1,24,8.8,NA,5.6,"*",1.2,NA,0.25,"G",NA,0,0,0,0,0,0,0.7,0.8,87.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-23,2022,2,23,54,5.7,24,2.5,24,1014,24,7.7,24,NA,0,7.2,24,9.8,NA,8,NA,4,NA,2.03,"G",NA,0,0,0,0,0,0,0.7,0.9,79.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-24,2022,2,24,55,4.7,24,3.1,24,1003.2,24,996.9,24,NA,0,5.9,24,8.8,NA,7,NA,0.4,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,89.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-25,2022,2,25,56,3.6,23,1.8,23,1010.5,23,4.1,23,NA,0,5.2,23,7.7,NA,6.3,NA,0.3,NA,7.87,"G",NA,0,0,0,0,0,0,0.7,0.8,88,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-26,2022,2,26,57,3,24,-1.4,24,1033,24,26.5,24,NA,0,1.6,24,3.6,NA,7.9,NA,-1,NA,1.78,"G",NA,0,0,0,0,0,0,0.6,0.8,72.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-27,2022,2,27,58,1.9,24,0.3,24,1037.4,24,30.8,24,NA,0,2.6,24,4.1,NA,4.9,NA,-0.5,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,89.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-02-28,2022,2,28,59,3.2,24,-0.1,24,1033.7,24,27.3,24,NA,0,4.4,24,6.2,NA,7.3,NA,0.8,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.8,79,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-01,2022,3,1,60,2.5,23,-1.3,23,1030.1,23,23.7,23,NA,0,2.7,23,5.7,NA,4.3,NA,0.7,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,76,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-02,2022,3,2,61,1.8,24,0.8,24,1027.5,24,21,24,NA,0,1.2,24,2.6,NA,6.5,NA,-2,"*",0,"G",NA,0,0,0,0,0,0,0.6,0.7,93.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-03,2022,3,3,62,0.1,24,-0.3,24,1024.6,24,18.1,24,NA,0,1.6,24,3.6,NA,5.2,NA,-3.1,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.6,97.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-04,2022,3,4,63,0.1,24,-1.9,24,1026.4,24,19.9,24,NA,0,1.2,24,3.1,NA,6.1,NA,-4,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.6,86.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-05,2022,3,5,64,0.9,24,-4.1,24,1027.4,24,20.9,24,NA,0,1.6,24,3.6,NA,4,NA,-3.7,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.7,69.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-06,2022,3,6,65,0.8,24,-2.2,24,1027.3,24,20.8,24,NA,0,2,24,4.6,NA,6.6,NA,-4.2,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.6,80.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-07,2022,3,7,66,1.5,24,-3,24,1027.7,24,21.2,24,NA,0,1.3,24,3.1,NA,7.7,NA,-3.9,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.7,72,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-08,2022,3,8,67,1.9,24,-1.4,24,1026.1,24,19.6,24,NA,0,1.7,24,3.1,NA,8.6,NA,-2.7,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,78.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-09,2022,3,9,68,1.8,24,-1.1,24,1027,24,20.6,24,NA,0,2.3,24,3.6,NA,9.1,NA,-4.1,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,81.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-10,2022,3,10,69,3.2,24,1.3,24,1030,24,23.5,24,NA,0,3.7,24,4.6,NA,8,NA,-0.7,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,87.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-11,2022,3,11,70,3.4,23,-6.3,23,1026.1,23,19.7,23,NA,0,5.8,23,7.2,NA,6.7,NA,0.1,NA,0,"G",NA,0,0,0,0,0,0,0.4,0.8,49.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-12,2022,3,12,71,4,24,-5.6,24,1022.7,24,16.3,24,NA,0,4.6,24,6.7,NA,8.8,NA,0.8,NA,0,"G",NA,0,0,0,0,0,0,0.4,0.8,49.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-13,2022,3,13,72,4.8,24,-3.8,24,1021.5,24,15.1,24,NA,0,4.2,24,5.7,NA,8.7,NA,1.2,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.9,53.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-14,2022,3,14,73,4.9,24,-3.9,24,1024.1,24,17.7,24,NA,0,2.5,24,4.1,NA,10.3,NA,0.6,"*",0,"G",NA,0,0,0,0,0,0,0.5,0.9,53,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-15,2022,3,15,74,3.6,24,3.2,24,1026.3,24,19.8,24,NA,0,2.3,24,4.1,NA,6.4,NA,-1.2,"*",0.51,"G",NA,0,0,0,0,0,0,0.8,0.8,97.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-16,2022,3,16,75,1.6,22,1.3,22,1029.4,22,22.9,22,NA,0,2.3,22,5.1,NA,5.4,NA,-2.7,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.7,97.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-17,2022,3,17,76,4.7,24,3.7,24,1027.8,24,21.4,24,NA,0,5,24,7.2,NA,7.5,NA,1.6,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,93.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-18,2022,3,18,77,5.9,24,1.7,24,1043.2,24,36.7,24,NA,0,2.7,24,4.6,NA,11.4,NA,1.4,"*",1.52,"G",NA,0,0,0,0,0,0,0.7,0.9,74.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-19,2022,3,19,78,3.9,24,0.3,24,1048.5,24,42,24,NA,0,2.3,24,4.1,NA,10.2,NA,-2.7,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.8,77.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-20,2022,3,20,79,4.3,24,0.1,24,1040.4,24,33.9,24,NA,0,5.4,24,9.3,NA,7.9,NA,0.8,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.8,74.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-21,2022,3,21,80,6.2,24,-4.1,24,1034.9,24,28.5,24,NA,0,4,24,6.2,NA,10.3,NA,3.4,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.9,47.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-22,2022,3,22,81,7.9,24,-1.4,24,1034.2,24,27.8,24,NA,0,1.4,24,2.6,NA,15.5,NA,0.8,NA,0,"G",NA,0,0,0,0,0,0,0.6,1.1,51.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-23,2022,3,23,82,5.8,22,0.2,22,1033.3,22,26.8,22,NA,0,1,22,2.6,NA,14.8,NA,0.1,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.9,67.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-24,2022,3,24,83,7.6,24,0.4,24,1030,24,23.6,24,NA,0,1.5,24,3.1,NA,15.3,NA,-0.9,NA,0,"G",NA,0,0,0,0,0,0,0.6,1,60.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-25,2022,3,25,84,9.4,24,3.4,24,1028.9,24,22.6,24,NA,0,3.5,24,6.7,NA,16.6,NA,2.4,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.2,66.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-26,2022,3,26,85,8.5,24,4.2,24,1028.8,24,22.5,24,NA,0,3.5,24,6.2,NA,13.9,NA,1.8,"*",0,"G",NA,0,0,0,0,0,0,0.8,1.1,74.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-27,2022,3,27,86,6.2,22,2.1,22,1029.2,22,22.8,22,NA,0,3.2,22,6.2,NA,14.5,NA,-1.1,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.9,75,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-28,2022,3,28,87,6.5,23,3.9,23,1019.1,23,12.7,23,NA,0,5.3,23,7.7,NA,10.8,NA,2.9,"*",0,"G",NA,0,0,0,0,0,0,0.8,1,83.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-29,2022,3,29,88,4,24,-1.3,24,1010,24,3.7,24,NA,0,3.7,24,6.7,NA,8.2,NA,0,"*",0,"G",NA,0,0,0,0,0,0,0.6,0.8,68.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-30,2022,3,30,89,0.8,24,-0.5,24,1007.9,24,1.5,24,NA,0,2.8,24,5.7,NA,5.3,NA,-3.4,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.6,91,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-03-31,2022,3,31,90,1.8,23,-5.9,23,1010.5,23,4.2,23,NA,0,4.2,23,6.7,NA,4.9,NA,-0.5,"*",1.78,"G",NA,0,0,0,0,0,0,0.4,0.7,56.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-01,2022,4,1,91,1.7,24,-5.9,24,1015,24,8.6,24,NA,0,2.9,24,5.7,NA,5.5,NA,-2,NA,0.51,"G",NA,0,0,0,0,0,0,0.4,0.7,57.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-02,2022,4,2,92,0.2,22,-6.4,22,1019.4,22,12.9,22,NA,0,1.4,22,4.1,NA,5.1,NA,-4.4,NA,0,"G",NA,0,0,0,0,0,0,0.4,0.6,61.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-03,2022,4,3,93,3.2,24,-0.5,24,1014.8,24,8.4,24,NA,0,4.2,24,6.7,NA,7.9,NA,-4,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.8,76.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-04,2022,4,4,94,5,24,2.3,24,994.4,24,988.2,24,NA,0,9,24,12.9,NA,8.6,NA,3.2,"*",1.27,"G",NA,0,0,0,0,0,0,0.7,0.9,82.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-05,2022,4,5,95,4,24,-1.7,24,998,24,991.7,24,NA,0,5,24,8.2,NA,7.4,NA,1.6,NA,8.89,"G",NA,0,0,0,0,0,0,0.5,0.8,66.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-06,2022,4,6,96,5.8,24,4.8,24,991.1,24,985,24,NA,0,5.2,24,9.3,NA,8.2,NA,1.3,NA,3.05,"G",NA,0,0,0,0,0,0,0.9,0.9,93.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-07,2022,4,7,97,6.1,23,4.4,23,977.3,23,971.2,23,NA,0,5.9,23,9.3,NA,8.5,NA,3.4,"*",11.94,"G",NA,0,0,0,0,0,0,0.8,0.9,88.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-08,2022,4,8,98,3.5,23,-0.5,23,987.9,23,981.7,23,NA,0,6.3,23,9.8,NA,8,NA,0.4,NA,8.89,"G",NA,0,0,0,0,0,0,0.6,0.8,75.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-09,2022,4,9,99,4.3,24,0.1,24,998.9,24,992.7,24,NA,0,6.6,24,10.8,NA,8.2,NA,0.9,NA,1.52,"G",NA,0,0,0,0,0,0,0.6,0.8,74.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-10,2022,4,10,100,4.4,24,-0.6,24,1011.4,24,5.1,24,NA,0,6.5,24,11.3,NA,8,NA,1.8,"*",0,"G",NA,0,0,0,0,0,0,0.6,0.8,70,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-11,2022,4,11,101,4.4,22,-0.6,22,1017.9,22,11.5,22,NA,0,2.7,22,6.2,NA,10,NA,0.3,"*",0,"G",NA,0,0,0,0,0,0,0.6,0.8,70,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-12,2022,4,12,102,5,23,0.2,23,1018.8,23,12.5,23,NA,0,3.8,23,6.7,NA,10.3,NA,-2.1,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.9,71.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-13,2022,4,13,103,11.1,24,5.3,24,1015.8,24,9.6,24,NA,0,3.7,24,5.7,NA,17.3,NA,5.6,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.3,67.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-14,2022,4,14,104,9.2,24,7.4,24,1017.8,24,11.6,24,NA,0,4.2,24,7.2,NA,13.9,NA,7.4,"*",0,"G",NA,0,0,0,0,0,0,1,1.2,88.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-15,2022,4,15,105,6.7,24,5.3,24,1028.3,24,21.9,24,NA,0,3.3,24,6.2,NA,8.2,NA,4.7,"*",0.51,"G",NA,0,0,0,0,0,0,0.9,1,90.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-16,2022,4,16,106,6.7,23,1.7,23,1036.4,23,30,23,NA,0,0.5,23,2.6,NA,12.7,NA,-0.5,NA,0,"G",NA,0,0,0,0,0,0,0.7,1,70.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-17,2022,4,17,107,7.8,24,-0.4,24,1030.4,24,24,24,NA,0,1,24,4.6,NA,14.9,NA,-0.8,NA,0,"G",NA,0,0,0,0,0,0,0.6,1.1,56.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-18,2022,4,18,108,8.2,23,0.1,23,1022.3,23,16,23,NA,0,0.8,23,2.1,NA,15.7,NA,-0.6,NA,0,"G",NA,0,0,0,0,0,0,0.6,1.1,56.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-19,2022,4,19,109,8.2,24,0.4,24,1019.9,24,13.7,24,NA,0,1.7,24,4.1,NA,15.2,NA,1.1,NA,0,"G",NA,0,0,0,0,0,0,0.6,1.1,57.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-20,2022,4,20,110,8.6,24,2.3,24,1020.4,24,14.1,24,NA,0,1.7,24,4.6,NA,14.6,NA,1.3,NA,0,"G",NA,0,0,0,0,0,0,0.7,1.1,64.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-04-21,2022,4,21,111,9.4,24,3.7,24,1018.3,24,12,24,NA,0,2.4,24,5.1,NA,15.2,NA,1.7,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.2,67.6,51
